company_name,product_contract_link,product_end_date,product_id,product_name,product_price_link,product_sale_status,product_start_date,product_type
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/06/21/7d6d37c6-90f5-4eb4-ae58-e62da7127701.pdf,,,泰康乐享岁月养老年金保险（分红型）,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/06/21/303c3444-76b9-4f2f-b690-a90599667b38.pdf,,,泰康护牙无忧齿科医疗保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/06/21/3f54353c-6791-4339-9959-d0a6dbc7169a.pdf,,,泰康爱牙无忧齿科医疗保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/06/21/3c6c7722-64da-4a1e-83e5-a0ed7ee5c440.pdf,,,泰康e顺B款重大疾病保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/06/21/858fd9e8-41f9-4524-ad32-f7f0497fdc1c.pdf,,,泰康健康尊享D款医疗保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/06/21/a7d1a13c-7a00-4b5b-b303-b5017779269b.pdf,,,泰康智赢人生（少儿版）年金保险（分红型）,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/06/21/14cbd88c-573d-4cd0-b3f8-bd4eac41079c.pdf,,,泰康智赢人生年金保险（分红型）,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/06/04/0b12b192-6c1b-4ad2-8a4f-c1da566d31a5.pdf,,,泰康微健保重大疾病保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/05/21/5578cd1e-172e-43b0-8921-e87ce4482879.pdf,,,泰康宝贝成长年金保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/05/21/66633962-8432-4c3f-a3e4-66dddc4576c8.pdf,,,泰康乐保定期医疗保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/05/21/ce81812d-5b48-40a8-86aa-fb3f3ab72023.pdf,,,泰康孝无忧特定疾病医疗保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/05/07/38213ef0-c35e-413f-8f96-105da2e466c9.pdf,,,泰康健康尊享医疗保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/05/07/4a369273-557f-45cd-ba1e-c218f54d4071.pdf,,,泰康康悦B款豁免保险费疾病保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/05/07/ae3561eb-49c9-4114-b9e8-bd127e88aa15.pdf,,,泰康赢悦人生B款年金保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/05/07/c81088a8-489b-4c5a-8b90-355ffed04a0b.pdf,,,泰康无忧多重给付A款重大疾病保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/05/07/8ef74bda-31f4-406e-922c-bee53fada0fb.pdf,,,泰康惠健康重大疾病保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/05/07/a2fc8dd6-e58b-4db6-ad64-94dd8c27f3e8.pdf,,,泰康保险金转换年金保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/05/07/0775c837-83c9-4117-ac09-7ca9f0d149f8.pdf,,,泰康质子重离子医疗保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/03/20/9078d7db-7e76-4495-8ebb-c001abe2ab68.pdf,,,泰康乐康宝终身重大疾病保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/03/20/47309de5-d9b4-46b1-9b75-a40ab29ff6fc.pdf,,,泰康e顺短期女性疾病保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/02/21/57247501-1b74-41c1-b757-bb0c87aa471e.pdf,,,泰康附加泰安心重大疾病保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/02/21/8545cf6e-724d-4089-a55b-b3ab5c05e407.pdf,,,泰康泰安心两全保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/02/21/58c91900-3491-4569-ac06-21745780040f.pdf,,,泰康附加如意安心重大疾病保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/02/21/b2da2bef-5364-4a4d-bbc1-0c20ce09dc92.pdf,,,泰康如意安心两全保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/02/21/aedaf15c-e263-46ac-9845-f261f0de7123.pdf,,,泰康嘉盈两全保险（万能型）,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/02/21/291b83a4-a8f7-4159-b4f7-3f582d725a5f.pdf,,,泰康健康百分百D款重大疾病保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/02/02/69867ee5-8660-40ce-b565-2979b60f0cdc.pdf,,,泰康e顺短期交通意外伤害保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2019/01/18/ac0a2402-fec9-471b-a9b4-e2e61fb4f772.pdf,,,泰康康乐一生养老年金保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/12/17/a537536e-2188-4237-bce4-88c843c4c394.pdf,,,泰康财富有约终身寿险（投资连结型）,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/12/17/c574252a-0d35-4c46-b68c-eec1205fbcf7.pdf,,,泰康附加照护有约两全保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/12/17/9e093e55-94f5-48a9-9bb9-52b864638152.pdf,,,泰康照护有约长期护理保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/12/17/11a27394-fa72-4f0b-8cfb-3b028962c576.pdf,,,泰康安心有约高端医疗保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/12/17/81d5dbd8-7d30-44a4-871d-3d3e6cf25f82.pdf,,,泰康岁月有约养老年金保险（分红型）,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/12/17/0a9e6f7e-ab5c-48cd-8671-095cca4fd170.pdf,,,泰康附加基本E款重大疾病保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/12/17/5e2eb5af-5d31-410d-90e0-2b3df62043f5.pdf,,,泰康健康相伴B款豁免保费疾病保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/12/03/1f75094c-d532-469e-b507-c996a88a3b21.pdf,,,泰康吉祥相伴（2018）定期寿险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/11/19/976b41a8-050d-4ff0-93e9-903793e40471.pdf,,,泰康e顺短期意外伤害医疗保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/11/19/fb9a25ba-cdbe-4dab-b5d0-0253737c30c2.pdf,,,泰康附加全能保驾乘意外保障定期寿险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/11/19/b50005a6-fc5b-44c4-9526-31861b974257.pdf,,,泰康全能保驾乘意外伤害医疗保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/11/19/55385673-02cb-438f-b2f6-e775c70ce786.pdf,,,泰康全能保A款（2018）两全保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/11/02/177aad00-c4fb-4172-b0e3-98f0c0765cf3.pdf,,,泰康悦享中华B款高端医疗保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/11/02/73ef7299-d9fa-41d8-af39-144784aa2c30.pdf,,,泰康悦享中华A款高端医疗保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/11/02/67d588e0-bcf7-40e7-8698-7e563c122d82.pdf,,,泰康泰孝心老年意外骨折医疗保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/11/02/8ef6ed00-43dc-4a45-b1aa-c3caa97daa4c.pdf,,,泰康e顺短期意外伤害保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/11/02/11c8c3a6-539a-4b59-baa1-2f3768e413ad.pdf,,,泰康稳泰年金保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/10/25/637fae48-2d01-4fb1-b3ae-a7758db55c22.pdf,,,泰康乐相伴C款豁免保险费疾病保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/10/25/9f28c324-2a51-472d-98bf-9bc36d3a5d3e.pdf,,,泰康附加乐福2018重大疾病保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/10/25/460361cd-0214-4efb-88ec-3caf6c0123a7.pdf,,,泰康乐福2018两全保险（分红型）,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/10/08/9d78d6e2-8867-469e-b86d-6dd7cf6524d5.pdf,,,泰康附加祥云康顺C款意外伤害医疗保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/10/08/92412020-b117-4c11-be39-1b1817e1ca32.pdf,,,泰康祥云康顺C款两全保险,,在售,,
泰康人寿,http://images.taikanglife.com/taikanglife/pubProductFile/2018/09/18/88a87d61-0e09-45b3-87b7-22555f9e295f.pdf,,,泰康康悦豁免保险费疾病保险,,在售,,
